,ward,gender,town_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
52,aoba,m,折立２丁目,1,3,1,1,1,1,1,0,1,0,0,1,1,2,0,1,1,3,1,3,3,1,2,1,2,1,1,0,1,1,3,3,2,1,2,0,3,3,1,2,3,2,5,1,4,4,5,9,3,3,1,5,5,4,3,0,5,1,1,1,0,3,4,3,4,1,4,1,3,2,1,0,1,1,2,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,9,9,4,11,9,15,24,18,8,14,11,5,1,5,0,0
53,aoba,m,折立３丁目,3,2,3,6,3,4,1,2,2,2,1,1,2,3,4,2,2,3,4,2,1,3,2,3,2,3,3,0,5,6,1,6,5,8,1,6,5,3,4,2,0,2,1,1,7,4,4,7,4,4,3,7,3,0,5,3,3,4,2,3,0,1,2,0,1,3,1,3,4,2,8,3,1,2,3,2,1,3,1,1,1,3,1,1,0,1,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,17,11,11,13,11,17,21,20,11,23,18,15,4,13,17,8,6,6,1
54,aoba,m,折立４丁目,1,2,1,3,1,0,4,2,3,3,1,3,1,2,0,2,1,2,3,4,4,3,2,1,1,2,1,0,2,1,1,3,3,1,3,3,1,3,2,1,1,2,2,4,0,5,5,5,2,3,3,6,3,2,2,2,1,6,1,4,4,1,1,2,2,3,1,4,3,3,3,2,6,3,5,3,4,0,5,5,5,0,2,6,2,0,3,4,0,0,0,1,0,0,0,2,0,0,0,0,0,8,12,7,12,11,6,11,10,9,20,16,14,10,14,19,17,15,7,3
55,aoba,m,折立５丁目,0,3,1,2,5,2,2,8,5,2,3,5,7,4,4,0,3,4,4,6,3,10,2,3,4,5,4,1,2,1,3,3,5,4,7,3,3,3,3,4,5,4,2,7,4,5,4,4,12,12,4,7,4,5,5,6,9,4,0,4,2,1,5,6,5,4,6,9,4,10,7,5,8,10,3,7,2,10,7,11,2,3,7,4,2,2,1,6,4,1,3,1,0,1,0,0,0,0,0,0,0,11,19,23,17,22,13,22,16,22,37,25,23,19,33,33,37,18,14,5
56,aoba,m,折立６丁目,0,2,3,0,3,2,0,1,2,1,2,0,2,1,2,3,3,1,0,2,2,2,0,2,3,1,0,0,0,1,4,1,3,2,1,3,2,4,1,7,2,2,3,2,3,4,2,3,4,0,4,3,2,4,1,1,1,2,0,2,2,3,0,3,2,2,2,4,5,5,7,3,4,0,3,5,3,5,3,5,6,7,9,2,5,2,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,8,6,7,9,9,2,11,17,12,13,14,6,10,18,17,21,29,4,3
57,aoba,m,貝ケ森１丁目,5,6,3,4,5,4,5,2,2,5,6,4,2,4,4,4,4,2,5,3,6,4,1,2,1,4,3,2,5,1,1,2,2,2,4,8,3,7,6,12,0,11,6,3,5,12,5,7,7,5,9,4,10,4,2,5,6,3,5,4,6,5,5,3,5,7,5,5,2,5,8,12,9,9,4,6,8,5,2,6,2,5,8,6,3,4,4,1,3,2,3,2,1,1,0,0,0,0,0,0,0,23,18,20,18,14,15,11,36,25,36,29,23,24,24,42,27,24,14,7
58,aoba,m,貝ケ森２丁目,0,1,0,0,1,3,2,2,2,2,1,2,1,0,1,1,2,0,2,2,2,1,1,1,1,2,1,2,2,2,2,0,0,1,2,4,2,2,4,1,2,2,2,3,2,0,0,2,4,2,2,2,3,2,4,0,3,2,0,0,0,0,1,2,0,1,0,0,1,0,1,3,2,6,0,0,1,1,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11,5,7,6,9,5,13,11,8,13,5,3,2,12,2,4,1,1
59,aoba,m,貝ケ森３丁目,2,3,3,2,4,4,6,2,9,5,6,2,6,4,2,4,2,2,4,2,4,2,2,2,3,2,4,1,1,3,1,1,1,3,3,3,4,7,8,6,8,2,11,5,3,6,12,8,6,7,7,3,9,3,2,2,1,5,2,3,2,2,6,6,3,4,3,6,11,8,13,11,19,14,12,7,10,12,11,12,12,6,9,4,1,8,0,3,3,2,2,1,3,0,0,0,0,0,0,0,1,14,26,20,14,13,11,9,28,29,39,24,13,19,32,69,52,32,16,7
60,aoba,m,貝ケ森４丁目,0,1,0,0,5,3,2,3,1,1,1,4,1,1,3,1,4,0,4,2,3,4,8,1,5,2,6,2,5,2,1,2,3,1,2,5,2,1,2,6,4,4,6,3,1,2,5,1,1,4,2,5,0,2,5,3,6,8,7,5,5,6,2,4,6,7,4,6,8,10,7,6,7,4,2,10,8,9,5,4,4,1,5,2,1,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,6,10,10,11,21,17,9,16,18,13,14,29,23,35,26,36,13,10,0
61,aoba,m,貝ケ森５丁目,0,0,0,1,1,0,1,2,2,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,2,1,0,0,1,2,0,1,1,3,1,0,1,0,1,2,0,1,2,0,1,0,2,0,3,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,2,1,2,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,5,4,6,4,4,7,1,2,2,3,6,4,2,0,0
62,aoba,m,貝ケ森６丁目,5,5,2,7,5,7,7,10,0,3,5,6,1,2,2,7,4,1,1,3,2,2,0,1,1,1,1,0,1,0,1,6,2,2,9,8,6,4,6,7,9,3,8,10,3,9,6,4,3,3,2,6,3,5,4,1,3,3,2,1,1,1,5,3,4,1,8,5,8,4,8,10,8,6,8,10,7,11,5,9,8,8,4,3,6,5,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,24,27,16,16,6,3,20,31,33,25,20,10,14,26,40,42,29,10,1
63,aoba,m,花京院１丁目,5,7,15,8,9,1,5,2,1,3,2,3,2,4,2,2,5,1,3,10,5,3,3,3,6,7,2,6,7,10,10,12,7,5,9,7,11,9,11,11,11,9,11,14,10,9,10,13,14,11,12,12,9,3,5,8,9,8,10,8,6,4,4,10,10,7,8,7,7,4,6,7,6,1,3,9,6,4,3,2,3,1,1,2,1,3,1,0,2,0,2,1,2,0,0,0,0,0,0,0,0,44,12,13,21,20,32,43,49,55,57,41,43,34,33,23,24,8,6,5
64,aoba,m,花京院２丁目,0,1,2,3,0,1,5,1,1,5,0,1,1,2,0,3,2,3,1,1,7,4,7,6,2,4,2,6,5,4,6,7,6,7,3,4,4,5,4,3,4,6,4,6,4,6,6,8,6,5,2,10,4,7,5,3,7,6,4,1,4,4,2,1,3,1,3,3,4,1,7,1,5,3,1,2,1,0,2,1,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,4,10,26,21,29,20,24,31,28,21,14,12,17,6,6,2,0
65,aoba,m,柏木１丁目,16,15,25,13,16,14,10,11,13,8,8,9,16,8,10,11,15,12,7,11,14,18,15,33,31,20,20,22,16,13,10,17,22,19,20,27,24,16,28,34,18,18,19,14,21,28,15,25,23,15,26,21,25,17,14,20,15,11,10,17,16,13,17,12,12,14,8,13,12,16,12,16,11,9,5,10,7,10,11,9,7,6,7,8,8,4,6,5,3,1,0,1,1,1,0,1,0,1,0,0,0,85,56,51,56,111,91,88,129,90,106,103,73,70,63,53,47,36,19,5
66,aoba,m,柏木２丁目,8,9,5,6,6,9,10,7,12,10,11,9,4,12,14,8,15,11,10,15,39,22,21,20,16,19,20,17,14,14,14,16,15,23,12,14,19,22,13,19,15,8,12,12,18,17,19,20,17,20,23,17,13,15,14,12,11,6,18,8,13,13,6,17,6,9,9,9,11,16,16,13,13,5,4,7,9,11,11,9,5,5,6,7,4,2,5,3,3,2,1,3,0,2,0,1,0,0,0,0,0,34,48,50,59,118,84,80,87,65,93,82,55,55,54,51,47,27,15,7
67,aoba,m,柏木３丁目,4,7,8,5,8,5,8,13,7,8,5,2,11,4,5,4,6,12,10,15,18,16,24,12,12,7,15,6,7,10,11,10,11,8,7,7,9,13,8,12,4,8,9,5,10,14,24,7,12,13,8,18,12,9,10,15,14,17,14,10,5,7,6,16,6,11,7,12,11,12,11,13,10,9,4,8,6,4,3,4,2,3,6,4,2,1,1,2,3,1,1,2,0,3,0,1,0,0,0,0,0,32,41,27,47,82,45,47,49,36,70,57,70,40,53,47,25,17,8,7
68,aoba,m,春日町,11,7,8,6,7,8,6,3,3,0,5,4,5,7,3,3,7,4,4,5,5,7,4,7,6,8,11,9,14,11,10,16,13,7,14,13,11,6,10,10,9,12,10,16,12,7,9,16,9,5,12,12,14,16,11,8,12,7,9,6,9,3,5,7,5,9,11,10,5,10,5,10,5,6,5,6,5,5,4,5,1,2,3,2,5,0,0,1,3,0,1,0,2,0,1,0,1,0,0,0,0,39,20,24,23,29,53,60,50,59,46,65,42,29,45,31,25,13,4,5
69,aoba,m,片平１丁目,4,4,3,0,7,5,5,6,2,4,11,8,8,6,4,2,3,8,8,5,8,8,7,20,13,14,14,14,11,11,19,6,10,5,11,15,10,11,7,10,11,10,17,11,12,12,14,12,7,8,8,6,13,11,13,11,12,14,15,10,12,10,11,7,8,10,8,10,8,9,16,6,13,5,7,9,6,4,8,5,2,7,4,3,3,1,3,7,2,1,3,0,0,2,0,0,0,0,0,0,0,18,22,37,26,56,64,51,53,61,53,51,62,48,45,47,32,19,14,5
70,aoba,m,花壇,2,2,3,1,6,3,4,0,5,3,7,2,0,5,3,4,2,6,2,11,7,11,12,8,10,7,9,6,9,4,5,6,8,5,4,4,6,4,2,8,8,9,1,4,5,3,5,7,6,4,3,8,3,6,5,3,4,1,3,4,6,3,4,2,7,5,7,13,9,8,3,10,0,9,9,3,7,7,1,3,4,3,3,3,1,1,0,1,2,1,1,2,1,1,0,0,0,0,0,0,0,14,15,17,25,48,35,28,24,27,25,25,15,22,42,31,21,14,5,5
71,aoba,m,上愛子,28,15,25,26,36,24,23,38,35,36,37,34,27,27,24,32,31,33,33,37,32,29,32,25,27,28,30,24,25,30,38,32,46,33,35,37,32,50,34,55,49,55,48,46,39,45,46,66,48,59,51,47,57,36,41,37,41,30,40,47,34,33,44,40,33,38,47,48,25,63,46,41,45,37,22,29,33,21,26,29,24,24,20,15,13,12,9,9,3,4,5,2,5,3,0,0,0,2,0,1,0,130,156,149,166,145,137,184,208,237,264,232,195,184,221,191,138,96,37,18
72,aoba,m,上杉１丁目,8,2,6,8,1,3,2,4,2,4,4,2,3,3,4,2,5,7,4,5,5,11,8,10,12,8,17,16,17,14,12,14,15,10,14,8,11,12,12,12,10,8,12,16,12,7,15,11,10,13,12,19,10,7,7,13,5,7,6,7,6,7,9,4,6,7,3,13,6,8,8,7,4,6,1,3,2,7,2,3,2,2,1,3,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,25,15,16,23,46,72,65,55,58,56,55,38,32,37,26,17,10,5,1
73,aoba,m,上杉２丁目,6,2,4,14,11,4,10,4,12,7,8,9,8,6,4,6,3,6,4,3,7,5,8,17,7,18,11,18,14,7,13,11,14,18,18,12,12,17,19,11,14,13,10,11,13,15,12,19,13,15,19,14,12,6,8,11,6,8,10,4,9,9,11,4,10,11,8,5,6,8,6,7,10,7,1,4,2,5,3,2,1,7,3,2,0,0,3,1,1,2,0,2,1,0,1,0,0,1,0,0,0,37,37,35,22,44,68,74,71,61,74,59,39,43,38,31,16,13,7,5
74,aoba,m,上杉３丁目,5,9,7,11,9,11,15,18,6,13,18,15,12,24,12,10,11,16,12,20,18,17,18,24,17,12,15,12,13,7,8,7,12,7,8,10,5,13,13,12,12,24,9,14,22,28,28,16,24,16,21,27,33,19,13,12,22,19,8,16,23,10,12,8,13,13,11,10,6,10,6,5,12,5,3,4,9,3,0,8,3,2,4,4,6,4,5,2,1,2,1,1,0,1,1,0,1,0,0,0,0,41,63,81,69,94,59,42,53,81,112,113,77,66,50,31,24,19,14,5
75,aoba,m,上杉４丁目,5,3,5,7,7,5,6,6,6,7,8,9,10,6,8,7,5,6,4,9,6,11,7,8,9,7,7,3,5,9,11,9,5,6,8,16,4,9,4,6,9,8,6,12,10,10,8,16,7,15,7,10,13,9,9,12,5,5,9,5,6,7,4,4,5,4,6,5,6,2,8,6,11,3,0,4,1,6,1,2,1,4,2,1,2,5,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,27,30,41,31,41,31,39,39,45,56,48,36,26,23,28,14,10,10,2
76,aoba,m,上杉５丁目,5,2,2,5,4,3,7,11,6,5,4,6,5,6,6,6,6,8,4,7,2,6,8,13,15,14,5,14,9,10,16,13,15,10,17,8,8,10,10,8,9,15,10,15,7,9,12,10,13,13,12,12,24,8,13,14,15,14,7,14,14,5,8,3,6,5,12,7,6,7,5,7,6,5,3,1,6,1,3,4,2,3,2,3,6,2,3,0,2,2,1,1,1,1,0,0,0,0,0,0,1,18,32,27,31,44,52,71,44,56,57,69,64,36,37,26,15,16,9,5
77,aoba,m,上杉６丁目,5,10,9,5,8,5,5,6,7,10,3,6,9,8,5,6,4,9,5,15,13,13,17,20,20,21,8,18,13,12,10,15,11,8,9,14,9,13,13,11,12,11,8,7,9,8,12,10,20,8,18,13,12,12,8,8,11,13,10,9,14,8,11,7,14,7,6,5,7,5,8,4,4,1,6,8,6,7,5,4,3,1,2,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,37,33,31,39,83,72,53,60,47,58,63,51,54,30,23,30,6,8,2
78,aoba,m,川内追廻,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79,aoba,m,川内亀岡北裏丁,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,3,5,6,3,3,2,7,0,1,1,0,0,2,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,20,11,3,2,3,3,4,0,2,1,0,1,6,2,0
80,aoba,m,川内亀岡町,5,4,2,3,3,2,2,2,1,3,1,2,5,1,1,1,2,1,2,5,13,14,10,11,6,12,9,9,7,7,7,8,7,7,5,9,7,6,11,6,3,5,3,6,11,6,8,16,6,10,7,4,11,10,13,17,22,11,8,7,5,0,2,2,1,2,1,2,0,3,0,3,3,5,2,1,0,1,1,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17,10,10,11,54,44,34,39,28,46,45,65,10,8,13,5,2,1,1
81,aoba,m,川内川前丁,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,2,2,1,3,4,4,7,11,8,6,4,4,1,2,5,2,2,4,6,1,1,1,2,1,2,0,0,1,2,1,3,2,1,0,0,3,1,0,1,0,0,1,2,0,0,1,0,0,0,1,2,1,0,1,2,3,1,1,2,2,1,1,1,0,1,0,0,1,2,0,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0,1,3,2,8,34,17,19,6,5,7,5,3,1,5,9,5,4,4,3
82,aoba,m,川内三十人町,6,4,7,8,9,11,10,4,2,4,4,1,3,2,2,1,1,3,8,27,30,29,26,23,23,23,17,10,12,2,12,8,12,7,9,13,5,3,9,11,11,9,8,5,9,6,5,1,7,9,7,2,5,8,3,3,3,3,6,5,2,5,2,2,0,3,4,4,2,3,7,3,4,1,1,3,1,3,1,2,2,2,3,4,2,3,2,0,1,3,0,2,0,1,1,1,0,0,1,0,0,34,31,12,40,131,64,48,41,42,28,25,20,11,16,16,10,13,9,6
83,aoba,m,川内大工町,0,1,1,1,0,3,0,1,0,2,2,1,2,1,1,0,0,0,4,6,13,13,15,10,8,6,11,4,5,2,4,3,6,4,2,0,1,4,1,3,2,2,1,1,1,2,0,4,2,3,1,2,2,0,0,1,2,0,0,2,1,0,2,0,2,1,0,0,0,0,4,2,2,0,2,1,1,0,0,0,0,1,2,2,0,3,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,6,7,10,59,28,19,9,7,11,5,5,5,1,10,2,5,6,2
84,aoba,m,川内中ノ瀬町,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0
85,aoba,m,川内明神横丁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,10,6,2,3,5,3,4,1,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,16,1,2,3,2,2,1,3,0,2,2,1,0,0
86,aoba,m,川内元支倉,4,3,3,7,1,3,3,3,3,2,3,0,3,2,1,1,3,2,1,1,3,2,1,1,1,4,5,0,3,1,1,1,4,1,3,2,1,5,6,2,2,4,3,5,5,4,5,4,11,7,6,5,8,9,5,0,7,18,4,4,8,2,4,4,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,9,8,8,13,10,16,19,31,33,33,23,5,1,0,0,0,0
87,aoba,m,川内山屋敷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,5,10,4,7,1,2,4,3,0,2,2,0,1,2,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,3,2,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,2,0,0,0,1,2,1,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,38,10,7,4,1,2,6,2,3,2,4,3,2,1,2
88,aoba,m,川内澱橋通,0,0,1,0,0,2,0,1,0,0,2,1,1,3,0,0,1,1,2,4,10,13,7,14,8,2,3,3,2,2,3,2,0,1,0,1,3,0,3,1,0,1,0,1,2,0,0,1,3,1,2,1,0,1,0,1,1,0,2,1,1,3,1,1,3,0,1,1,0,2,0,2,3,2,2,1,0,0,1,1,0,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,7,8,52,12,6,8,4,5,4,5,9,4,9,3,4,2,1
89,aoba,m,川平１丁目,4,0,0,4,3,1,2,2,2,2,1,1,0,3,2,2,4,1,1,5,3,5,1,0,1,3,1,3,6,1,1,2,3,3,5,2,3,3,7,5,4,6,1,6,3,5,4,3,6,4,6,5,1,4,1,5,2,5,5,5,4,1,3,2,1,1,1,3,4,4,7,4,2,0,3,2,4,0,4,2,3,0,1,3,1,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,9,7,13,10,14,14,20,20,22,17,22,11,13,16,12,8,4,2
90,aoba,m,川平２丁目,6,8,4,4,7,3,8,5,6,2,6,4,2,4,3,2,8,2,6,3,6,5,5,5,4,6,5,8,5,6,9,9,7,5,12,8,7,9,14,4,8,11,10,7,14,8,7,10,7,10,9,7,7,9,8,9,7,6,9,7,4,6,7,5,7,9,10,3,12,3,12,4,13,5,4,7,6,6,3,1,4,3,6,3,1,7,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,29,24,19,21,25,30,42,42,50,42,40,38,29,37,38,23,17,16,7
91,aoba,m,川平３丁目,5,6,5,6,4,13,8,11,12,16,6,7,14,7,9,13,16,9,10,12,13,15,14,22,11,9,10,5,7,6,10,9,8,16,12,13,14,13,12,8,17,14,11,18,19,23,19,18,15,17,11,14,3,19,12,9,13,7,14,9,9,8,12,12,9,7,17,15,15,17,16,26,23,18,10,16,16,14,17,12,14,6,14,13,9,4,4,4,2,3,2,1,2,2,0,0,0,0,0,0,0,26,60,43,60,75,37,55,60,79,92,59,52,50,71,93,75,56,17,7
92,aoba,m,川平４丁目,1,2,3,6,6,3,7,5,4,6,8,5,3,8,8,2,6,3,8,5,4,10,4,5,4,5,6,4,5,4,3,6,6,5,4,5,9,12,7,11,20,10,8,11,13,10,16,14,16,13,8,7,8,8,3,4,7,8,5,3,7,5,3,8,4,8,4,4,17,24,19,27,28,16,9,4,12,12,19,14,6,8,8,8,5,5,3,1,1,1,2,2,3,1,0,0,0,0,0,0,0,18,25,32,24,27,24,24,44,62,69,34,27,27,57,99,61,35,11,8
93,aoba,m,川平５丁目,1,2,4,3,2,1,3,3,0,2,3,5,1,0,4,2,1,1,2,0,2,0,2,1,0,4,1,1,1,2,5,1,3,1,4,2,1,3,2,0,2,7,4,8,7,3,1,3,2,3,2,2,5,0,1,2,2,1,0,5,0,2,0,3,2,4,5,1,1,1,6,9,4,6,7,3,3,4,4,3,5,4,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,9,13,6,5,9,14,8,28,12,10,10,7,12,32,17,12,3,0
94,aoba,m,菊田町,1,0,1,0,3,2,0,0,3,2,1,1,3,1,2,0,0,1,2,3,3,6,2,5,3,2,4,2,3,3,2,1,0,3,3,2,1,1,5,2,4,4,4,3,2,4,3,6,5,5,2,3,3,2,4,2,2,2,4,1,3,0,2,5,5,3,4,3,6,6,1,1,4,1,2,0,1,2,3,2,0,2,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,7,8,6,19,14,9,11,17,23,14,11,15,22,9,8,8,3,1
95,aoba,m,北根１丁目,2,6,3,5,3,7,2,6,5,3,8,1,8,10,2,6,4,6,5,6,18,10,12,14,17,9,8,9,7,10,8,6,12,4,5,9,1,10,7,11,7,6,15,13,12,12,17,17,17,16,23,16,17,17,20,16,12,14,12,12,10,18,14,12,11,9,10,11,15,15,10,7,6,6,5,7,7,8,4,6,6,5,2,4,4,0,4,2,2,1,0,0,1,0,0,2,0,0,0,0,0,19,23,29,27,71,43,35,38,53,79,93,66,65,60,34,32,21,9,3
96,aoba,m,北根２丁目,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,3,0,1,0,0,1,1,2,1,1,0,1,3,1,0,2,1,0,0,0,1,0,1,1,0,0,0,0,2,0,0,2,2,1,0,0,1,0,2,1,0,2,1,0,1,2,1,0,1,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,5,5,6,3,3,2,5,3,4,5,4,1,1
97,aoba,m,北根３丁目,3,3,2,6,6,3,3,4,5,3,4,4,5,5,7,5,6,7,5,9,4,2,7,1,4,9,6,11,7,9,3,11,11,10,8,11,7,10,6,8,9,8,11,9,12,14,11,12,13,11,16,11,8,8,11,8,7,10,8,4,5,14,5,6,11,8,9,9,6,9,12,8,8,4,2,4,6,5,5,6,5,1,1,5,3,3,6,1,2,0,1,1,0,1,0,0,0,0,0,0,0,20,18,25,32,18,42,43,42,49,61,54,37,41,41,34,26,15,12,3
98,aoba,m,北根４丁目,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,2,0,0,1,0,0,3,2,0,3,0,1,1,2,3,2,2,1,3,1,1,2,5,0,3,2,3,2,0,2,2,2,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,1,3,0,4,1,4,5,7,11,9,10,7,3,1,0
99,aoba,m,北根黒松,8,3,3,5,2,4,6,2,5,3,4,3,1,2,6,6,4,4,2,6,5,5,7,4,5,5,7,7,6,7,5,6,5,3,8,11,4,4,9,4,12,4,10,6,12,10,9,11,8,3,10,9,5,4,6,9,8,4,10,9,5,5,8,2,5,4,6,4,6,10,2,2,4,3,3,2,6,3,3,5,5,1,1,4,2,3,2,3,2,3,2,1,0,0,2,0,0,0,0,0,0,21,20,16,22,26,32,27,32,44,41,34,40,25,30,14,19,13,13,5
100,aoba,m,北目町,1,2,1,1,1,2,3,1,0,2,3,0,2,1,1,2,2,3,2,4,10,7,13,11,16,8,19,8,10,7,10,5,4,8,10,11,9,13,4,6,5,4,8,3,7,13,8,7,9,4,8,10,4,5,7,5,3,3,4,2,3,7,7,3,1,4,5,1,4,6,8,5,8,6,2,2,2,3,4,0,3,0,0,1,3,3,2,4,3,0,3,1,0,0,0,1,0,0,0,0,0,6,8,7,13,57,52,37,43,27,41,34,17,21,20,29,11,7,12,5
101,aoba,m,北山１丁目,1,2,4,7,4,5,4,3,2,2,5,3,0,6,0,2,1,3,4,14,12,11,8,11,15,10,9,14,11,11,7,7,8,8,12,5,6,5,3,6,9,6,8,6,11,7,10,8,12,5,4,9,8,5,7,12,5,9,7,4,7,5,8,6,6,3,8,7,10,4,4,11,9,6,7,4,5,8,2,5,7,4,2,4,0,4,3,3,2,1,0,1,3,1,2,0,0,0,0,0,0,18,16,14,24,57,55,42,25,40,42,33,37,32,32,37,24,17,13,7
102,aoba,m,北山２丁目,9,5,6,6,3,4,9,4,2,5,6,3,10,6,4,2,3,5,6,10,8,11,7,9,10,6,10,10,6,10,4,17,9,9,7,10,6,7,5,11,6,6,4,13,10,8,7,11,9,12,12,6,4,4,5,7,10,6,6,12,5,5,5,6,9,4,6,11,8,6,3,1,13,5,1,5,4,4,3,5,1,1,1,4,3,3,1,0,2,2,0,0,2,0,0,1,0,0,0,0,0,29,24,29,26,45,42,46,39,39,47,31,41,30,35,23,21,10,8,3
103,aoba,m,北山３丁目,2,3,5,0,6,2,4,4,1,2,0,2,1,2,5,1,2,1,4,9,14,16,12,8,9,12,9,8,8,3,10,13,11,8,8,8,5,7,6,6,7,4,5,2,4,9,5,9,6,7,6,5,6,3,13,5,4,4,5,7,6,1,3,5,4,2,4,6,6,5,5,3,6,4,4,5,0,0,8,1,3,5,0,3,2,0,0,1,2,1,1,0,1,0,0,0,0,0,1,0,0,16,13,10,17,59,40,50,32,22,36,33,25,19,23,22,14,13,4,3
104,aoba,m,木町,8,9,7,6,10,3,9,3,4,6,4,7,2,5,13,7,4,8,10,14,15,12,20,22,16,25,20,23,23,23,18,8,19,17,18,22,20,10,9,15,13,13,16,11,12,19,16,9,13,19,20,12,15,9,10,10,9,11,11,9,13,10,12,13,12,10,5,14,7,8,17,13,10,11,1,2,10,8,10,4,8,4,6,3,6,4,2,5,0,1,3,1,1,1,0,1,1,0,0,0,0,40,25,31,43,85,114,80,76,65,76,66,50,60,44,52,34,27,12,8
